476415.36,3888093.56,20.86
476425.66,3888094.17,20.86
476435.78,3888093.93,20.83
476449.05,3888093.90,20.81
476456.95,3888093.69,20.79
476468.82,3888093.24,20.71
476477.35,3888093.94,20.66
476480.89,3888093.37,20.74
476493.06,3888092.20,20.74
476509.06,3888091.15,20.63
476511.89,3888091.01,20.58
476520.03,3888090.15,20.68
476532.34,3888090.15,21.00
476546.69,3888099.94,20.92
476554.86,3888098.52,20.96
476566.76,3888097.31,20.96
476570.34,3888096.88,21.04
476580.16,3888092.33,21.39
476591.24,3888099.96,21.46
476605.16,3888099.04,21.07
476610.19,3888097.47,21.08
476623.55,3888094.02,21.37
476638.90,3888091.40,21.22
476640.81,3888091.24,21.28
476650.32,3888090.01,21.67
476669.92,3888092.23,21.57
476675.00,3888092.27,21.35
476680.41,3888090.05,21.50
476699.21,3888090.10,21.51
476700.24,3888090.20,21.55
476716.98,3888099.93,21.89
476724.95,3888099.83,21.72
476731.14,3888098.23,21.92
476749.88,3888097.11,21.49
476757.38,3888096.14,21.40
476760.77,3888095.43,21.45
476771.56,3888097.46,21.61
476789.63,3888090.94,21.68
476791.43,3888090.29,21.66
476169.77,3888109.95,20.99
476170.30,3888109.97,20.96
476189.35,3888105.75,20.97
476198.38,3888104.86,20.93
476204.80,3888103.29,20.77
476217.50,3888101.26,20.62
476224.55,3888100.16,20.54
476236.23,3888104.33,20.40
476240.18,3888103.05,20.51
476254.85,3888101.48,20.44
476260.48,3888104.96,20.55
476274.76,3888103.17,20.55
476289.75,3888109.84,20.61
476291.47,3888109.88,20.61
476300.74,3888109.85,20.72
476311.75,3888100.00,20.86
476322.14,3888100.36,20.99
476330.71,3888100.05,21.25
476346.16,3888107.89,20.95
476356.83,3888109.80,20.79
476360.08,3888109.76,20.87
476370.00,3888107.96,20.90
476389.60,3888104.37,20.91
476394.31,3888104.83,20.85
476409.51,3888102.36,20.88
476419.02,3888103.68,20.83
476429.05,3888101.11,20.78
476430.01,3888102.56,20.82
476442.49,3888101.63,20.83
476450.05,3888100.85,20.90
476467.47,3888102.60,20.87
476478.06,3888102.76,20.67
476483.46,3888101.96,20.74
476491.10,3888100.81,20.75
476508.26,3888109.98,20.99
476514.89,3888109.88,20.81
476520.07,3888109.98,20.87
476530.09,3888108.93,20.97
476544.97,3888100.25,20.93
476550.07,3888100.00,21.08
476560.90,3888100.03,21.58
476579.60,3888103.26,21.36
476587.21,3888101.33,21.25
476590.17,3888100.67,21.32
476604.03,3888100.04,21.33
476619.88,3888109.30,21.17
476626.89,3888109.16,21.04
476634.01,3888107.90,21.15
476640.18,3888106.92,21.43
476656.35,3888102.55,21.75
476660.14,3888100.33,21.82
476679.14,3888106.84,21.70
476683.35,3888106.56,21.69
476699.66,3888106.44,21.80
476709.85,3888102.88,21.75
476712.41,3888102.55,21.70
476723.14,3888100.60,21.71
476731.64,3888100.09,22.04
476749.84,3888100.02,21.76
476750.62,3888100.01,21.80
476760.44,3888100.00,22.01
476775.54,3888107.49,22.07
476780.01,3888107.13,22.13
476793.09,3888104.57,22.01
476169.35,3888112.25,20.95
476170.68,3888111.48,20.93
476180.62,3888110.72,21.00
476191.88,3888119.91,20.98
476200.36,3888119.19,20.95
476218.75,3888114.36,20.96
476229.45,3888114.72,20.82
476239.81,3888112.21,20.66
476241.51,3888112.27,20.60
476256.36,3888112.19,20.54
476261.57,3888112.14,20.60
476277.81,3888111.78,20.55
476289.83,3888111.06,20.52
476290.43,3888111.39,20.53
476301.88,3888118.40,20.53
476311.62,3888116.39,20.60
476324.94,3888112.95,20.71
476330.10,3888112.51,20.91
476346.10,3888119.95,20.97
476356.84,3888110.42,20.77
476360.09,3888110.57,20.84
476374.68,3888116.42,20.87
476389.85,3888114.97,20.89
476393.90,3888113.62,20.86
476400.33,3888114.16,21.03
476417.09,3888110.03,21.01
476429.93,3888110.08,20.94
476431.07,3888110.04,20.94
476449.01,3888115.47,21.10
476452.88,3888116.93,21.06
476469.47,3888114.25,20.92
476477.19,3888114.89,20.80
476483.62,3888113.50,20.79
476499.73,3888114.06,20.92
476505.34,3888112.13,20.65
476515.79,3888110.69,20.74
476520.11,3888110.66,20.81
476530.23,3888110.01,21.09
476546.50,3888119.88,21.43
476555.72,3888110.31,21.45
476568.88,3888116.98,21.55
476574.92,3888115.67,21.09
476580.96,3888115.74,21.07
476591.97,3888113.65,21.39
476609.99,3888111.19,21.14
476610.52,3888111.26,21.19
476626.53,3888110.04,21.26
476631.02,3888110.02,21.52
476640.40,3888110.03,22.19
476659.37,3888110.80,22.13
476666.97,3888110.17,21.94
476679.77,3888118.83,21.74
476680.57,3888119.69,21.72
476698.04,3888117.82,22.03
476709.76,3888114.35,21.93
476714.11,3888114.95,21.68
476721.31,3888113.80,21.76
476730.03,3888112.19,22.07
476749.31,3888113.38,22.07
476750.28,3888113.25,22.14
476764.56,3888110.29,22.28
476777.61,3888119.82,22.22
476786.71,3888119.99,22.05
476799.70,3888118.24,21.97
476169.30,3888126.71,21.03
476177.82,3888123.93,21.00
476189.51,3888121.18,20.98
476191.87,3888120.57,20.96
476208.51,3888129.25,20.99
476216.12,3888128.04,20.98
476222.31,3888128.26,21.01
476236.64,3888126.12,20.95
476249.64,3888124.91,20.82
476259.89,3888122.82,20.69
476266.12,3888120.54,20.62
476279.96,3888127.77,20.67
476287.82,3888128.64,20.45
476299.15,3888128.20,20.43
476300.48,3888127.34,20.40
476311.00,3888124.37,20.42
476328.18,3888122.81,20.86
476336.29,3888121.80,20.86
476347.02,3888120.86,20.86
476352.09,3888129.85,20.92
476365.79,3888129.20,20.89
476376.49,3888126.70,21.17
476389.21,3888124.91,21.18
476396.00,3888124.21,21.18
476403.42,3888129.99,20.86
476415.65,3888129.76,20.84
476429.06,3888127.00,20.79
476438.32,3888123.92,20.80
476446.76,3888125.35,20.73
476453.40,3888124.44,20.78
476465.91,3888121.63,21.30
476479.34,3888121.50,21.32
476485.82,3888129.98,21.25
476499.06,3888127.85,20.93
476500.46,3888127.96,21.00
476519.59,3888128.45,20.86
476520.52,3888128.23,20.75
476530.39,3888127.12,20.91
476540.00,3888124.90,21.06
476554.29,3888129.93,21.54
476561.57,3888128.89,21.65
476573.07,3888124.93,21.73
476589.99,3888129.98,21.61
476591.73,3888129.98,21.56
476609.76,3888126.38,21.31
476610.23,3888126.04,21.33
476620.28,3888126.34,21.63
476632.76,3888123.92,21.80
476645.21,3888122.16,21.97
476652.48,3888126.82,22.02
476665.37,3888125.21,21.98
476679.51,3888120.03,21.86
476680.68,3888120.11,21.74
476690.12,3888120.84,22.14
476706.43,3888129.94,22.00
476711.90,3888129.86,22.00
476729.76,3888129.60,21.91
476739.72,3888129.45,21.90
476748.18,3888127.20,21.85
476750.28,3888127.36,21.91
