1.000000,457860.296386,3879035.590812,457879.927353,3879597.748152,0.000000
1.000000,469653.196876,3878623.773652,469672.827843,3879185.930992,0.000000
1.000000,457866.840042,3879222.976592,469659.740532,3878811.159432,0.000000
1.000000,457326.943132,3878612.306078,456764.785792,3878631.937045,0.000000
1.000000,457222.244642,3875614.133597,456660.087301,3875633.764564,0.000000
1.000000,457139.557352,3878618.849734,457034.858862,3875620.677253,0.000000
1.000000,462579.959794,3885262.744543,462599.590761,3885824.901883,0.000000
1.000000,469875.512831,3885007.978217,469895.143798,3885570.135557,0.000000
1.000000,462586.503450,3885450.130323,469882.056487,3885195.363997,0.000000
1.000000,470181.345172,3884730.264836,470743.502513,3884710.633869,0.000000
1.000000,470066.176833,3881432.275107,470628.334174,3881412.644140,0.000000
1.000000,470368.730953,3884723.721180,470253.562613,3881425.731451,0.000000
1.000000,473926.951148,3884437.783101,473946.582115,3884999.940441,0.000000
1.000000,476925.123629,3884333.084611,476944.754596,3884895.241951,0.000000
1.000000,473933.494803,3884625.168881,476931.667284,3884520.470391,0.000000
1.000000,473683.403998,3884325.909380,473121.246657,3884345.540347,0.000000
1.000000,473578.705507,3881327.736899,473016.548167,3881347.367866,0.000000
1.000000,473496.018218,3884332.453035,473391.319727,3881334.280554,0.000000
1.000000,461834.281970,3888115.585988,460965.199563,3888013.994801,0.000000
1.000000,461950.386206,3887122.348771,461081.303798,3887020.757584,0.000000
1.000000,461453.767687,3887064.296664,461337.663452,3888057.533881,0.000000
1.000000,461337.663452,3888057.533881,461162.055828,3889559.804899,0.000000
1.000000,458243.524833,3890719.195151,457374.381495,3890618.126572,0.000000
1.000000,458590.045675,3887739.275135,457720.902337,3887638.206556,0.000000
1.000000,457746.871497,3890661.441677,458093.392339,3887681.521661,0.000000
1.000000,458904.300740,3891122.694457,458803.232161,3891991.837795,0.000000
1.000000,471817.287479,3892624.284774,471716.218900,3893493.428112,0.000000
1.000000,458846.547266,3891619.347793,471759.534005,3893120.938110,0.000000
1.000000,448763.177454,3884771.035381,448806.492559,3884398.545379,0.000000
1.000000,475416.998883,3887870.482548,475460.313989,3887497.992546,0.000000
